$GPRMC,,V,,,,,,,,,,N*53
$GPRMC,,V,,,,,,,,,,N*53
$GPRMC,,V,,,,,,,,,,N*53
$GPRMC,,V,,,,,,,,,,N*53
$GPRMC,171655.00,A,4430.44356,N,00152.15355,E,0.032,,241119,,,
$GPRMC,171726.00,A,4430.44341,N,00152.15434,E,0.333,,241119,,,
$GPRMC,171757.00,A,4430.44664,N,00152.15138,E,0.204,,241119,,,
$GPRMC,171828.00,A,4430.44527,N,00152.15228,E,0.059,,241119,,,
$GPRMC,171859.00,A,4430.44407,N,00152.15310,E,0.492,,241119,,,
$GPRMC,171930.00,A,4430.44641,N,00152.15260,E,0.194,,241119,,,
$GPRMC,172001.00,A,4430.44531,N,00152.15307,E,0.037,,241119,,,
$GPRMC,172032.00,A,4430.44534,N,00152.15101,E,0.121,,241119,,,
$GPRMC,172103.00,A,4430.44588,N,00152.15252,E,0.086,,241119,,,
$GPRMC,172134.00,A,4430.44628,N,00152.15187,E,0.419,,241119,,,
$GPRMC,172205.00,A,4430.44451,N,00152.15085,E,0.190,,241119,,,
$GPRMC,172236.00,A,4430.44680,N,00152.15080,E,0.075,,241119,,,
$GPRMC,172307.00,A,4430.44589,N,00152.15045,E,0.043,,241119,,,
$GPRMC,172338.00,A,4430.44624,N,00152.15036,E,0.088,,241119,,,
$GPRMC,172409.00,A,4430.44491,N,00152.15107,E,0.303,,241119,,,
$GPRMC,172440.00,A,4430.44479,N,00152.14987,E,0.332,,241119,,,
$GPRMC,172511.00,A,4430.44500,N,00152.15005,E,0.058,,241119,,,
$GPRMC,172542.00,A,4430.44223,N,00152.15077,E,0.049,,241119,,,
$GPRMC,172613.00,A,4430.44278,N,00152.15042,E,0.075,,241119,,,
$GPRMC,172644.00,A,4430.44341,N,00152.15061,E,0.343,,241119,,,
$GPRMC,172715.00,A,4430.44579,N,00152.15031,E,0.091,,241119,,,
$GPRMC,172746.00,A,4430.44520,N,00152.15100,E,0.083,,241119,,,
$GPRMC,172817.00,A,4430.44535,N,00152.15130,E,0.129,,241119,,,
$GPRMC,172848.00,A,4430.44525,N,00152.15194,E,0.086,,241119,,,
$GPRMC,172919.00,A,4430.44321,N,00152.15248,E,0.101,,241119,,,
$GPRMC,172950.00,A,4430.44352,N,00152.15052,E,0.225,,241119,,,
$GPRMC,173021.00,A,4430.44288,N,00152.15127,E,0.023,,241119,,,
$GPRMC,173052.00,A,4430.44239,N,00152.15104,E,0.449,,241119,,,
$GPRMC,173123.00,A,4430.44548,N,00152.15843,E,0.444,,241119,,,
$GPRMC,173154.00,A,4430.44560,N,00152.16380,E,0.333,,241119,,,
$GPRMC,173225.00,A,4430.44597,N,00152.16352,E,0.063,,241119,,,
$GPRMC,173256.00,A,4430.44661,N,00152.16404,E,0.013,,241119,,,
$GPRMC,173327.00,A,4430.44600,N,00152.16557,E,0.058,,241119,,,
$GPRMC,173358.00,A,4430.44646,N,00152.17127,E,0.458,,241119,,,
$GPRMC,173429.00,A,4430.44480,N,00152.17310,E,0.671,,241119,,,
$GPRMC,173500.00,A,4430.44490,N,00152.17773,E,0.125,,241119,,,
$GPRMC,173531.00,A,4430.44283,N,00152.18059,E,0.578,,241119,,,
$GPRMC,173602.00,A,4430.44469,N,00152.17958,E,0.673,,241119,,,
$GPRMC,173633.00,A,4430.44441,N,00152.18988,E,1.468,,241119,,,
$GPRMC,173704.00,A,4430.44330,N,00152.19191,E,0.663,,241119,,,
$GPRMC,173735.00,A,4430.44448,N,00152.19159,E,0.628,,241119,,,
$GPRMC,173806.00,A,4430.44486,N,00152.18371,E,0.283,,241119,,,
$GPRMC,173837.00,A,4430.44542,N,00152.18412,E,0.266,,241119,,,
$GPRMC,173908.00,A,4430.44444,N,00152.18469,E,0.569,,241119,,,
$GPRMC,173939.00,A,4430.44483,N,00152.17494,E,1.742,103.15,241119,,,
$GPRMC,174010.00,A,4430.44692,N,00152.16290,E,1.205,,241119,,,
$GPRMC,174041.00,A,4430.44728,N,00152.15467,E,0.142,,241119,,,
$GPRMC,174112.00,A,4430.44640,N,00152.14782,E,0.920,,241119,,,
$GPRMC,174143.00,A,4430.44783,N,00152.13799,E,0.369,,241119,,,
$GPRMC,174214.00,A,4430.44464,N,00152.13647,E,0.465,,241119,,,
$GPRMC,174245.00,A,4430.43975,N,00152.13456,E,0.640,,241119,,,
$GPRMC,174316.00,A,4430.44041,N,00152.13392,E,0.098,,241119,,,
$GPRMC,174347.00,A,4430.43946,N,00152.13332,E,0.331,,241119,,,
$GPRMC,174418.00,A,4430.44055,N,00152.13365,E,0.108,,241119,,,
$GPRMC,174449.00,A,4430.44180,N,00152.13401,E,0.077,,241119,,,
$GPRMC,174520.00,A,4430.44449,N,00152.13159,E,0.281,,241119,,,
$GPRMC,174551.00,A,4430.44649,N,00152.12672,E,0.807,,241119,,,
$GPRMC,174622.00,A,4430.44177,N,00152.12408,E,0.597,,241119,,,
$GPRMC,174653.00,A,4430.43971,N,00152.12730,E,0.081,,241119,,,
$GPRMC,174724.00,A,4430.43917,N,00152.12994,E,0.830,275.44,241119,,,
$GPRMC,174755.00,A,4430.43788,N,00152.13376,E,0.085,,241119,,,
$GPRMC,174826.00,A,4430.43690,N,00152.13592,E,0.276,,241119,,,
$GPRMC,174857.00,A,4430.44078,N,00152.13544,E,0.299,,241119,,,
$GPRMC,174928.00,A,4430.44786,N,00152.14430,E,0.195,,241119,,,
$GPRMC,174959.00,A,4430.44792,N,00152.15326,E,0.146,,241119,,,
$GPRMC,175030.00,A,4430.44711,N,00152.16262,E,0.042,,241119,,,
$GPRMC,175101.00,A,4430.44600,N,00152.17145,E,0.388,,241119,,,
$GPRMC,175132.00,A,4430.44630,N,00152.17167,E,0.447,,241119,,,
$GPRMC,175203.00,A,4430.44546,N,00152.17196,E,0.068,,241119,,,
$GPRMC,175234.00,A,4430.44500,N,00152.17151,E,0.114,,241119,,,
$GPRMC,175305.00,A,4430.44448,N,00152.17186,E,0.063,,241119,,,
$GPRMC,175336.00,A,4430.44212,N,00152.17196,E,0.112,,241119,,,
$GPRMC,175407.00,A,4430.44446,N,00152.16898,E,0.412,,241119,,,
$GPRMC,175438.00,A,4430.44525,N,00152.16961,E,0.082,,241119,,,
$GPRMC,175509.00,A,4430.44588,N,00152.17272,E,0.038,,241119,,,
$GPRMC,175540.00,A,4430.44508,N,00152.17812,E,0.872,,241119,,,
$GPRMC,175611.00,A,4430.44940,N,00152.18343,E,0.330,,241119,,,
$GPRMC,175642.00,A,4430.44812,N,00152.18249,E,1.337,,241119,,,
$GPRMC,175713.00,A,4430.44705,N,00152.16756,E,1.494,95.49,241119,,,
$GPRMC,175744.00,A,4430.44789,N,00152.15518,E,0.469,,241119,,,
$GPRMC,175815.00,A,4430.44620,N,00152.15349,E,0.443,,241119,,,
$GPRMC,175846.00,A,4430.44714,N,00152.15392,E,0.383,,241119,,,
$GPRMC,175917.00,A,4430.45218,N,00152.15507,E,0.219,,241119,,,
$GPRMC,175948.00,A,4430.44902,N,00152.15724,E,0.882,,241119,,,
$GPRMC,180019.00,A,4430.44657,N,00152.15647,E,0.466,,241119,,,
$GPRMC,180050.00,A,4430.45534,N,00152.15750,E,1.449,,241119,,,
$GPRMC,180121.00,A,4430.44958,N,00152.15585,E,0.163,,241119,,,
$GPRMC,180152.00,A,4430.44235,N,00152.15575,E,0.152,,241119,,,
$GPRMC,180223.00,A,4430.44415,N,00152.15349,E,0.126,,241119,,,
$GPRMC,180254.00,A,4430.44802,N,00152.16177,E,0.100,,241119,,,
$GPRMC,180325.00,A,4430.44701,N,00152.16745,E,0.696,,241119,,,
$GPRMC,180356.00,A,4430.44660,N,00152.17412,E,0.677,,241119,,,
$GPRMC,180427.00,A,4430.44518,N,00152.18065,E,0.671,,241119,,,
$GPRMC,180458.00,A,4430.44691,N,00152.18964,E,1.398,,241119,,,
$GPRMC,180529.00,A,4430.44578,N,00152.19618,E,0.356,,241119,,,
$GPRMC,180600.00,A,4430.44655,N,00152.20287,E,1.030,,241119,,,
$GPRMC,180631.00,A,4430.44788,N,00152.20926,E,0.459,,241119,,,
$GPRMC,180702.00,A,4430.44770,N,00152.21300,E,0.016,,241119,,,
$GPRMC,180733.00,A,4430.44592,N,00152.21641,E,0.159,,241119,,,
$GPRMC,180804.00,A,4430.44322,N,00152.21577,E,0.160,,241119,,,
